city,timestamp,temperature,season
New York,2010-04-05,6.434180826050731,spring
New York,2010-04-06,15.32861905931642,spring
New York,2010-04-07,8.273001518133645,spring
New York,2010-04-08,16.736191793590258,spring
New York,2010-04-09,17.64143256078181,spring
New York,2010-04-10,2.033633222930251,spring
New York,2010-04-11,11.480536630045275,spring
New York,2010-04-12,10.203969532397021,spring
New York,2010-04-13,14.178128997070804,spring
New York,2010-04-14,15.414930269533903,spring
New York,2010-04-15,16.33751200211859,spring
New York,2010-04-16,5.483456621873813,spring
New York,2010-04-17,3.315657940014641,spring
New York,2010-04-18,13.314384651867707,spring
New York,2010-04-19,5.743518466843404,spring
New York,2010-04-20,3.4714808772291317,spring
New York,2010-04-21,11.777813032093487,spring
New York,2010-04-22,11.45856629890461,spring
New York,2010-04-23,15.510414019908204,spring
New York,2010-04-24,7.856258432690363,spring
New York,2010-04-25,9.475048046948345,spring
New York,2010-04-26,9.363044359754305,spring
New York,2010-04-27,20.53738238929514,spring
New York,2010-04-28,12.876879329704067,spring
New York,2010-04-29,9.50659600588955,spring
New York,2010-04-30,8.56444312086878,spring
New York,2010-05-01,9.48198830648248,spring
New York,2010-05-02,3.690437803930462,spring
New York,2010-05-03,8.766040963973442,spring
New York,2010-05-04,13.031867633339655,spring
New York,2010-05-05,5.50606078477844,spring
New York,2010-05-06,11.996395905908338,spring
New York,2010-05-07,1.2229255053759545,spring
New York,2010-05-08,8.392950427621821,spring
New York,2010-05-09,6.207438940173103,spring
New York,2010-05-10,-0.22542379111778388,spring
New York,2010-05-11,9.107333915639902,spring
New York,2010-05-12,12.603813613475891,spring
New York,2010-05-13,3.4197801728100172,spring
New York,2010-05-14,10.745657752905199,spring
New York,2010-05-15,9.628905394584102,spring
New York,2010-05-16,8.376551267539817,spring
New York,2010-05-17,4.065219579788382,spring
New York,2010-05-18,12.332568470307072,spring
New York,2010-05-19,8.882338252100007,spring
New York,2010-05-20,9.189691518609992,spring
New York,2010-05-21,9.646580059157536,spring
New York,2010-05-22,5.8655523813583095,spring
New York,2010-05-23,10.271673718657771,spring
New York,2010-05-24,11.108900822812977,spring
New York,2010-05-25,6.0175265819007215,spring
New York,2010-05-26,5.83633425086812,spring
New York,2010-05-27,16.418244905351067,spring
New York,2010-05-28,6.292581365050351,spring
New York,2010-05-29,22.426266504795024,spring
New York,2010-05-30,12.312063121493892,spring
New York,2010-05-31,16.453745841658446,spring
New York,2010-06-01,26.460839747662313,summer
New York,2010-06-02,26.586843666061288,summer
New York,2010-06-03,27.633497174033508,summer
New York,2010-06-04,27.208405674218948,summer
New York,2010-06-05,25.132167027618138,summer
New York,2010-06-06,12.508055737876095,summer
New York,2010-06-07,29.11363375057853,summer
New York,2010-06-08,25.960719691907418,summer
New York,2010-06-09,26.932893859966235,summer
New York,2010-06-10,27.841268479790298,summer
New York,2010-06-11,30.653906816371425,summer
New York,2010-06-12,24.279267128325863,summer
New York,2010-06-13,25.689508895805837,summer
New York,2010-06-14,20.542163922347243,summer
New York,2010-06-15,21.352821571268496,summer
New York,2010-06-16,15.281919736641086,summer
New York,2010-06-17,32.618445393380725,summer
New York,2010-06-18,32.26200002461585,summer
New York,2010-06-19,26.579633674830024,summer
New York,2010-06-20,20.461363528770057,summer
New York,2010-06-21,15.954576403984218,summer
New York,2010-06-22,20.888094182793935,summer
New York,2010-06-23,24.90349657404525,summer
New York,2010-06-24,27.372110660285657,summer
New York,2010-06-25,38.99735315619568,summer
New York,2010-06-26,28.327457266491464,summer
New York,2010-06-27,39.15520985150561,summer
New York,2010-06-28,23.008250210039986,summer
New York,2010-06-29,26.443944512677675,summer
New York,2010-06-30,26.833552840742094,summer
New York,2010-07-01,26.41503494501182,summer
New York,2010-07-02,22.183835893858117,summer
New York,2010-07-03,25.112107992023113,summer
New York,2010-07-04,26.036620689437918,summer
New York,2010-07-05,16.667034622755136,summer
New York,2010-07-06,13.834446123657088,summer
New York,2010-07-07,24.32212635478613,summer
New York,2010-07-08,22.873017514085983,summer
New York,2010-07-09,30.95834974079516,summer
New York,2010-07-10,21.433255273590447,summer
New York,2010-07-11,23.47073185044957,summer
New York,2010-07-12,24.771029497852705,summer
New York,2010-07-13,21.1076955298234,summer
New York,2010-07-14,29.515807127869877,summer
New York,2010-07-15,26.063723327052333,summer
New York,2010-07-16,25.05036038549545,summer
New York,2010-07-17,21.127145186197186,summer
New York,2010-07-18,18.037630487827656,summer
New York,2010-07-19,12.20723135680506,summer
New York,2010-07-20,30.0868586029701,summer
New York,2010-07-21,16.624594406486864,summer
New York,2010-07-22,20.10988073094482,summer
New York,2010-07-23,21.3164509523322,summer
New York,2010-07-24,24.795700639450796,summer
New York,2010-07-25,20.990711839321875,summer
New York,2010-07-26,19.149735009329646,summer
New York,2010-07-27,26.34075740566007,summer
New York,2010-07-28,22.447015911949496,summer
New York,2010-07-29,28.087162640014647,summer
New York,2010-07-30,33.79210606584477,summer
New York,2010-07-31,20.461940091177848,summer
New York,2010-08-01,19.522534237717366,summer
New York,2010-08-02,26.881572096422254,summer
New York,2010-08-03,23.11203043282777,summer
New York,2010-08-04,23.813646203891082,summer
New York,2010-08-05,25.024116223279556,summer
New York,2010-08-06,28.514228579789002,summer
New York,2010-08-07,22.570479298499563,summer
New York,2010-08-08,29.71051661743972,summer
New York,2010-08-09,30.08348097057977,summer
New York,2010-08-10,31.954683405215448,summer
New York,2010-08-11,23.411106457476674,summer
New York,2010-08-12,31.336616932803306,summer
New York,2010-08-13,23.969549407830787,summer
New York,2010-08-14,20.530680643803667,summer
New York,2010-08-15,31.999361695494173,summer
New York,2010-08-16,24.964931703667133,summer
New York,2010-08-17,19.73088838905316,summer
New York,2010-08-18,28.57387406124353,summer
New York,2010-08-19,26.152338187083163,summer
New York,2010-08-20,24.781191478647045,summer
New York,2010-08-21,27.13675449572533,summer
New York,2010-08-22,27.930991170943035,summer
New York,2010-08-23,33.08785274490357,summer
New York,2010-08-24,23.30007741702089,summer
New York,2010-08-25,27.02136196333127,summer
New York,2010-08-26,21.85397200106038,summer
New York,2010-08-27,25.813589690068405,summer
New York,2010-08-28,21.36195695765088,summer
New York,2010-08-29,19.694823822776705,summer
New York,2010-08-30,21.393345125109832,summer
New York,2010-08-31,19.81897982552568,summer
New York,2010-09-01,13.308151262309146,autumn
New York,2010-09-02,17.328048827400753,autumn
New York,2010-09-03,7.931167398195269,autumn
New York,2010-09-04,25.190888405662815,autumn
New York,2010-09-05,14.905236312831343,autumn
New York,2010-09-06,15.043792167123652,autumn
New York,2010-09-07,12.028658841493948,autumn
New York,2010-09-08,14.157403458036487,autumn
New York,2010-09-09,17.02297043048617,autumn
New York,2010-09-10,17.410167893976325,autumn
New York,2010-09-11,9.550635521174769,autumn
New York,2010-09-12,13.280972817932446,autumn
New York,2010-09-13,20.452160997326818,autumn
New York,2010-09-14,13.678925597047595,autumn
New York,2010-09-15,19.907031061315728,autumn
New York,2010-09-16,12.25441702144786,autumn
New York,2010-09-17,12.141008991414505,autumn
New York,2010-09-18,18.27210397819227,autumn
New York,2010-09-19,14.814247396205946,autumn
New York,2010-09-20,11.594556574060865,autumn
New York,2010-09-21,23.106653988112686,autumn
New York,2010-09-22,16.866674314246296,autumn
New York,2010-09-23,16.428678888476238,autumn
New York,2010-09-24,8.078115782312446,autumn
New York,2010-09-25,15.98879920813865,autumn
New York,2010-09-26,16.813350298728874,autumn
New York,2010-09-27,20.149827622247237,autumn
New York,2010-09-28,16.930846905767638,autumn
New York,2010-09-29,18.7751830154958,autumn
New York,2010-09-30,10.721799919441988,autumn
New York,2010-10-01,13.834980647406452,autumn
New York,2010-10-02,20.398382473553145,autumn
New York,2010-10-03,16.7936390070449,autumn
New York,2010-10-04,14.759755501404467,autumn
New York,2010-10-05,13.72241086770706,autumn
New York,2010-10-06,17.387023474630183,autumn
New York,2010-10-07,5.004009274193454,autumn
New York,2010-10-08,20.201969908658135,autumn
New York,2010-10-09,10.21341617211614,autumn
New York,2010-10-10,21.123108149093234,autumn
New York,2010-10-11,23.910213938496995,autumn
New York,2010-10-12,17.5165510595767,autumn
New York,2010-10-13,10.260217860110942,autumn
New York,2010-10-14,15.310184778262716,autumn
New York,2010-10-15,3.519478985856166,autumn
New York,2010-10-16,19.116286629370755,autumn
New York,2010-10-17,11.05532984661762,autumn
New York,2010-10-18,21.61865816580611,autumn
New York,2010-10-19,15.416450406940925,autumn
New York,2010-10-20,18.898848938142226,autumn
New York,2010-10-21,23.10833254653638,autumn
New York,2010-10-22,16.388769233900735,autumn
New York,2010-10-23,15.796274567792182,autumn
New York,2010-10-24,26.621511290473123,autumn
New York,2010-10-25,15.263150840171496,autumn
New York,2010-10-26,7.889702699820827,autumn
New York,2010-10-27,12.188432194278224,autumn
New York,2010-10-28,13.22470674044002,autumn
New York,2010-10-29,9.153327446163356,autumn
New York,2010-10-30,15.347684664646158,autumn
New York,2010-10-31,13.5382222945273,autumn
New York,2010-11-01,26.154338912039755,autumn
New York,2010-11-02,11.153564969254742,autumn
New York,2010-11-03,17.75426952765954,autumn
New York,2010-11-04,9.898565092519645,autumn
New York,2010-11-05,14.663403252393971,autumn
New York,2010-11-06,12.823071005204643,autumn
New York,2010-11-07,16.26193880085859,autumn
New York,2010-11-08,7.69215964490477,autumn
New York,2010-11-09,22.312630181158532,autumn
New York,2010-11-10,17.95857710195763,autumn
New York,2010-11-11,19.541687752703254,autumn
New York,2010-11-12,10.136617994098494,autumn
New York,2010-11-13,13.818865104963846,autumn
New York,2010-11-14,7.675214516912706,autumn
New York,2010-11-15,18.11089258372068,autumn
New York,2010-11-16,12.183937818786251,autumn
New York,2010-11-17,13.967701106575603,autumn
New York,2010-11-18,17.722213808933816,autumn
New York,2010-11-19,10.280408805805617,autumn
New York,2010-11-20,15.569769277306857,autumn
New York,2010-11-21,11.706714105032944,autumn
New York,2010-11-22,5.57138519271251,autumn
New York,2010-11-23,15.352240113832218,autumn
New York,2010-11-24,23.11729121635159,autumn
New York,2010-11-25,10.402210759205081,autumn
New York,2010-11-26,17.24269508517293,autumn
New York,2010-11-27,11.369924350151486,autumn
New York,2010-11-28,22.120197532305188,autumn
New York,2010-11-29,19.963100575786868,autumn
New York,2010-11-30,13.43110536727471,autumn
New York,2010-12-01,-2.1897935837745504,winter
New York,2010-12-02,2.666208981224946,winter
New York,2010-12-03,-2.4778908361316754,winter
New York,2010-12-04,-1.321193341260365,winter
New York,2010-12-05,1.021976951641676,winter
New York,2010-12-06,-2.42812000692211,winter
New York,2010-12-07,6.686387896677867,winter
New York,2010-12-08,-1.1992116030207831,winter
New York,2010-12-09,-5.0210000665446985,winter
New York,2010-12-10,7.08133373664984,winter
New York,2010-12-11,-4.391060175243041,winter
New York,2010-12-12,-5.537976279926989,winter
New York,2010-12-13,4.7949238688469675,winter
New York,2010-12-14,-2.2890589393524947,winter
New York,2010-12-15,-1.0800999238825997,winter
New York,2010-12-16,-4.716229231039983,winter
New York,2010-12-17,2.9403095861567126,winter
New York,2010-12-18,8.63737533186009,winter
New York,2010-12-19,1.3141449662905182,winter
New York,2010-12-20,-1.1285327630872386,winter
New York,2010-12-21,10.330439288041296,winter
New York,2010-12-22,7.36369945554401,winter
New York,2010-12-23,2.029794773395774,winter
New York,2010-12-24,-3.212358096149885,winter
New York,2010-12-25,-2.926479412957772,winter
New York,2010-12-26,-10.401446683717182,winter
New York,2010-12-27,-1.494370978586586,winter
New York,2010-12-28,1.2080001720126214,winter
New York,2010-12-29,-1.4267722459524992,winter
New York,2010-12-30,1.0063003024251607,winter
New York,2010-12-31,3.532852947763851,winter
New York,2011-01-01,-7.923423888323181,winter
New York,2011-01-02,1.3496612235507799,winter
New York,2011-01-03,2.2420056860609963,winter
New York,2011-01-04,-4.697799441652043,winter
New York,2011-01-05,-3.897366148260106,winter
New York,2011-01-06,0.03837222235027496,winter
New York,2011-01-07,-1.273809139454785,winter
New York,2011-01-08,9.12776276059745,winter
New York,2011-01-09,9.115262103663282,winter
New York,2011-01-10,5.524453361300903,winter
New York,2011-01-11,7.2206872631099905,winter
New York,2011-01-12,-4.645391116778353,winter
New York,2011-01-13,6.001634266717573,winter
New York,2011-01-14,-0.45036299604205826,winter
New York,2011-01-15,8.645397139143547,winter
New York,2011-01-16,-3.0820974128576655,winter
New York,2011-01-17,-1.579089347090161,winter
New York,2011-01-18,-1.448142688142956,winter
New York,2011-01-19,5.336409566234116,winter
New York,2011-01-20,-7.757281667126979,winter
New York,2011-01-21,4.311930506104535,winter
New York,2011-01-22,-2.8258651323418364,winter
New York,2011-01-23,4.521294942870061,winter
New York,2011-01-24,6.472907395859803,winter
New York,2011-01-25,5.082959376010374,winter
New York,2011-01-26,-3.8575691797049947,winter
New York,2011-01-27,-0.1894837655776804,winter
New York,2011-01-28,-5.517661065182803,winter
New York,2011-01-29,1.1267466294420363,winter
New York,2011-01-30,0.5249607047021309,winter
New York,2011-01-31,-4.488242047351017,winter
New York,2011-02-01,4.398735776239381,winter
New York,2011-02-02,-1.8922179616630377,winter
New York,2011-02-03,-1.2726571879676474,winter
New York,2011-02-04,-2.045933386279981,winter
New York,2011-02-05,1.6118121861513004,winter
New York,2011-02-06,-1.4969540181125591,winter
New York,2011-02-07,6.3843112474070365,winter
New York,2011-02-08,-6.0192889191741,winter
New York,2011-02-09,-0.29650288044339385,winter
New York,2011-02-10,1.897076030847785,winter
New York,2011-02-11,-8.07336731517185,winter
New York,2011-02-12,0.4107192192153264,winter
New York,2011-02-13,3.362866291952644,winter
New York,2011-02-14,3.8647188991209385,winter
New York,2011-02-15,1.9006281423967288,winter
New York,2011-02-16,2.0531539251825093,winter
New York,2011-02-17,2.1824463540884476,winter
New York,2011-02-18,-4.24998892066354,winter
New York,2011-02-19,2.1987178293039724,winter
New York,2011-02-20,4.5853934787184265,winter
New York,2011-02-21,4.705892717223021,winter
New York,2011-02-22,1.8064095340640927,winter
New York,2011-02-23,-5.273341676204324,winter
New York,2011-02-24,-4.229270818970709,winter
New York,2011-02-25,-5.106756697572299,winter
New York,2011-02-26,3.3542065158356427,winter
New York,2011-02-27,-2.672475684484473,winter
New York,2011-02-28,0.04439973806889551,winter
New York,2011-03-01,9.030784423524578,spring
New York,2011-03-02,12.473971481461945,spring
New York,2011-03-03,10.204933284476137,spring
New York,2011-03-04,12.325896608875478,spring
New York,2011-03-05,8.720018182192012,spring
New York,2011-03-06,10.86383267512599,spring
New York,2011-03-07,4.037510066816004,spring
New York,2011-03-08,10.595401275170653,spring
New York,2011-03-09,12.101946556990313,spring
New York,2011-03-10,9.793867220604628,spring
New York,2011-03-11,10.374005546365382,spring
New York,2011-03-12,13.60917571869484,spring
New York,2011-03-13,9.282365349535453,spring
New York,2011-03-14,10.169035046477932,spring
New York,2011-03-15,7.1707768777587475,spring
New York,2011-03-16,8.517699028567108,spring
New York,2011-03-17,-3.5829268205145226,spring
New York,2011-03-18,12.937313226218684,spring
New York,2011-03-19,11.70613165567459,spring
New York,2011-03-20,15.210222737789657,spring
New York,2011-03-21,9.645931523831878,spring
New York,2011-03-22,9.574381214397333,spring
New York,2011-03-23,7.487581623056071,spring
New York,2011-03-24,15.426411754915542,spring
New York,2011-03-25,10.513507798637919,spring
New York,2011-03-26,11.552392440445843,spring
New York,2011-03-27,17.044785339231794,spring
New York,2011-03-28,9.30350025228206,spring
New York,2011-03-29,17.96320522734639,spring
New York,2011-03-30,15.307044496934896,spring
New York,2011-03-31,16.089069150261,spring
New York,2011-04-01,16.005676371197232,spring
New York,2011-04-02,14.325796089168872,spring
New York,2011-04-03,4.880390870298003,spring
New York,2011-04-04,6.671369996840522,spring
New York,2011-04-05,15.72109001059128,spring
New York,2011-04-06,16.030291924108546,spring
New York,2011-04-07,4.336873212023101,spring
New York,2011-04-08,3.7583584248999387,spring
New York,2011-04-09,24.38598468366208,spring
New York,2011-04-10,20.272448854358895,spring
New York,2011-04-11,21.01312790219758,spring
New York,2011-04-12,7.647200111601719,spring
New York,2011-04-13,13.610472887515206,spring
New York,2011-04-14,7.179196653334995,spring
New York,2011-04-15,7.171436029028205,spring
New York,2011-04-16,6.261325614530578,spring
New York,2011-04-17,2.3711744192799555,spring
New York,2011-04-18,11.237058154426727,spring
New York,2011-04-19,13.380642804224447,spring
New York,2011-04-20,3.6182799718048457,spring
New York,2011-04-21,9.261331001091591,spring
New York,2011-04-22,3.315892575938351,spring
New York,2011-04-23,13.29263467599046,spring
New York,2011-04-24,0.8070300297137365,spring
New York,2011-04-25,6.3010115417323895,spring
New York,2011-04-26,13.481262885971024,spring
New York,2011-04-27,8.823093433152259,spring
New York,2011-04-28,9.497712673071184,spring
New York,2011-04-29,12.77915797208098,spring
New York,2011-04-30,4.357844510353286,spring
New York,2011-05-01,8.545688225338886,spring
New York,2011-05-02,10.3388407884824,spring
New York,2011-05-03,11.290633425200483,spring
New York,2011-05-04,11.322804462860576,spring
New York,2011-05-05,13.793791120092049,spring
New York,2011-05-06,10.427938478706478,spring
New York,2011-05-07,16.58727667677274,spring
New York,2011-05-08,17.28129185534543,spring
New York,2011-05-09,10.025200977852297,spring
New York,2011-05-10,-1.0058695865967096,spring
New York,2011-05-11,9.855135926046223,spring
New York,2011-05-12,9.511283912548889,spring
New York,2011-05-13,1.3266069615835612,spring
New York,2011-05-14,6.44133200386919,spring
New York,2011-05-15,7.155484449605036,spring
New York,2011-05-16,-0.6100008092970999,spring
New York,2011-05-17,18.98688723085599,spring
New York,2011-05-18,11.714162596535173,spring
New York,2011-05-19,8.627050461182161,spring
New York,2011-05-20,-0.3163561707820488,spring
New York,2011-05-21,20.375270326349824,spring
New York,2011-05-22,8.20053021204351,spring
New York,2011-05-23,18.175079744491313,spring
New York,2011-05-24,14.05098131740414,spring
New York,2011-05-25,7.421619752518707,spring
New York,2011-05-26,10.038484503987323,spring
New York,2011-05-27,10.422113191976365,spring
New York,2011-05-28,10.411590434798255,spring
New York,2011-05-29,11.27091981334849,spring
New York,2011-05-30,9.02247066736451,spring
New York,2011-05-31,2.9569797685361445,spring
New York,2011-06-01,25.508437849868855,summer
New York,2011-06-02,33.527254150785154,summer
New York,2011-06-03,26.122178138759676,summer
New York,2011-06-04,26.728640262831302,summer
New York,2011-06-05,34.64398385706115,summer
New York,2011-06-06,22.520944628921534,summer
New York,2011-06-07,31.178437754582884,summer
New York,2011-06-08,32.78954755163662,summer
New York,2011-06-09,23.332626488743113,summer
New York,2011-06-10,26.419732585753597,summer
New York,2011-06-11,24.576687540894262,summer
New York,2011-06-12,33.5384516691514,summer
New York,2011-06-13,31.701324927706114,summer
New York,2011-06-14,28.850489696065942,summer
New York,2011-06-15,19.131556469226314,summer
New York,2011-06-16,28.144959474375526,summer
New York,2011-06-17,20.125092749071825,summer
New York,2011-06-18,27.631273082964547,summer
New York,2011-06-19,33.51149680695346,summer
New York,2011-06-20,16.64715240000357,summer
New York,2011-06-21,27.17363045856209,summer
New York,2011-06-22,27.390575332823722,summer
New York,2011-06-23,21.260357618716597,summer
New York,2011-06-24,17.611733959285743,summer
New York,2011-06-25,30.624607869756964,summer
New York,2011-06-26,19.227256079213294,summer
New York,2011-06-27,20.592371534910246,summer
New York,2011-06-28,21.298455462255724,summer
New York,2011-06-29,27.806420061570595,summer
New York,2011-06-30,20.366419855673882,summer
New York,2011-07-01,23.18383881092102,summer
New York,2011-07-02,20.362452789649396,summer
New York,2011-07-03,28.56125358337058,summer
New York,2011-07-04,35.10887714313489,summer
New York,2011-07-05,28.303612910282947,summer
New York,2011-07-06,20.80017778903933,summer
New York,2011-07-07,24.876768191859842,summer
New York,2011-07-08,22.152877887987493,summer
New York,2011-07-09,28.41138153565312,summer
New York,2011-07-10,30.752309849169677,summer
New York,2011-07-11,24.753417941096078,summer
New York,2011-07-12,25.595396791477967,summer
New York,2011-07-13,30.466472538398243,summer
New York,2011-07-14,27.708738946098826,summer
New York,2011-07-15,26.24929262198315,summer
New York,2011-07-16,27.443358063534173,summer
New York,2011-07-17,31.179273479775176,summer
New York,2011-07-18,25.45064327168149,summer
New York,2011-07-19,27.439826017671574,summer
New York,2011-07-20,18.534661456109124,summer
New York,2011-07-21,17.35814705302563,summer
New York,2011-07-22,20.841750939862326,summer
New York,2011-07-23,35.06247491242418,summer
New York,2011-07-24,29.85338301208252,summer
New York,2011-07-25,20.639512641718984,summer
New York,2011-07-26,29.426384047008643,summer
New York,2011-07-27,12.899690486083236,summer
New York,2011-07-28,34.92286920123386,summer
New York,2011-07-29,36.26209703972246,summer
New York,2011-07-30,18.046926898818246,summer
New York,2011-07-31,22.03343194018354,summer
New York,2011-08-01,19.65458566913599,summer
New York,2011-08-02,32.95601499611983,summer
New York,2011-08-03,21.371445240207017,summer
New York,2011-08-04,27.956900310920254,summer
New York,2011-08-05,17.746752121650008,summer
New York,2011-08-06,25.74505619423695,summer
New York,2011-08-07,26.44323566008679,summer
New York,2011-08-08,23.113082729466754,summer
New York,2011-08-09,30.03908798175831,summer
New York,2011-08-10,26.388714500645854,summer
New York,2011-08-11,30.837566689882742,summer
New York,2011-08-12,21.774889358663987,summer
New York,2011-08-13,19.81153797485028,summer
New York,2011-08-14,27.583249142345505,summer
New York,2011-08-15,32.95511867838468,summer
New York,2011-08-16,20.360677568893163,summer
New York,2011-08-17,23.744788055837923,summer
New York,2011-08-18,23.297850679384965,summer
New York,2011-08-19,14.844284710203983,summer
New York,2011-08-20,21.261499634084913,summer
New York,2011-08-21,32.92777664951539,summer
New York,2011-08-22,19.05173518694291,summer
New York,2011-08-23,27.34130136830203,summer
New York,2011-08-24,26.14512152462669,summer
New York,2011-08-25,28.348283535143345,summer
New York,2011-08-26,28.273132985753332,summer
New York,2011-08-27,23.06149857531778,summer
New York,2011-08-28,24.14312495659566,summer
New York,2011-08-29,23.27448809738158,summer
New York,2011-08-30,24.88467841513909,summer
New York,2011-08-31,30.564707830058126,summer
New York,2011-09-01,10.372089794344312,autumn
New York,2011-09-02,20.343280762367144,autumn
New York,2011-09-03,19.240788691735258,autumn
New York,2011-09-04,20.421769568988623,autumn
New York,2011-09-05,16.142597682859652,autumn
New York,2011-09-06,16.947183464072058,autumn
New York,2011-09-07,17.54002888289626,autumn
New York,2011-09-08,14.573203203304926,autumn
New York,2011-09-09,10.185471145946359,autumn
New York,2011-09-10,5.51027095036812,autumn
New York,2011-09-11,14.094120547292604,autumn
New York,2011-09-12,7.800339782307047,autumn
New York,2011-09-13,19.189614381674843,autumn
New York,2011-09-14,16.923516027789216,autumn
New York,2011-09-15,12.455309316153684,autumn
New York,2011-09-16,15.625164297054527,autumn
New York,2011-09-17,17.980560037092083,autumn
New York,2011-09-18,15.792637885365766,autumn
New York,2011-09-19,14.148868935897141,autumn
New York,2011-09-20,15.325182541189678,autumn
New York,2011-09-21,21.454556256391363,autumn
New York,2011-09-22,28.024613325290858,autumn
New York,2011-09-23,17.060205083721105,autumn
New York,2011-09-24,14.794460446607339,autumn
New York,2011-09-25,18.402945151616706,autumn
New York,2011-09-26,8.415341719786376,autumn
New York,2011-09-27,16.73909219971927,autumn
New York,2011-09-28,11.560289589925445,autumn
New York,2011-09-29,10.204894535978902,autumn
New York,2011-09-30,21.056503363786216,autumn
New York,2011-10-01,13.46725531293217,autumn
New York,2011-10-02,12.157498670218153,autumn
New York,2011-10-03,15.148730048773317,autumn
New York,2011-10-04,11.938370084951323,autumn
New York,2011-10-05,10.597559983975634,autumn
New York,2011-10-06,10.262107997539928,autumn
New York,2011-10-07,20.19342590987582,autumn
New York,2011-10-08,3.2813294053838415,autumn
New York,2011-10-09,22.41715764807789,autumn
New York,2011-10-10,12.299197950402009,autumn
New York,2011-10-11,4.430095608655009,autumn
New York,2011-10-12,16.11334156816125,autumn
New York,2011-10-13,17.19190329324889,autumn
